entity_id,n_records,record_ids,mean_link_confidence,issues,flagged
255,2,"['nypl_1851_1852_doggetts_007593', 'nypl_1851_1852_doggetts_007598']",0.715,[],False
256,2,"['nypl_1851_1852_doggetts_005388', 'nypl_1851_1852_doggetts_005615']",0.535,[],False
257,2,"['nypl_1851_1852_doggetts_002905', 'nypl_1851_1852_doggetts_002945']",0.71,['conflicting_occupation'],True
258,2,"['nypl_1851_1852_doggetts_003832', 'nypl_1851_1852_doggetts_003833']",0.525,[],False
259,2,"['nypl_1851_1852_doggetts_003962', 'nypl_1851_1852_doggetts_003963']",0.52,[],False
260,2,"['nypl_1851_1852_doggetts_007317', 'nypl_1851_1852_doggetts_007318']",0.545,[],False
261,2,"['nypl_1851_1852_doggetts_002989', 'nypl_1851_1852_doggetts_003148']",0.94,[],False
262,2,"['nypl_1851_1852_doggetts_004126', 'nypl_1851_1852_doggetts_004128']",0.555,[],False
263,2,"['nypl_1851_1852_doggetts_003640', 'nypl_1851_1852_doggetts_003641']",0.655,[],False
264,2,"['nypl_1851_1852_doggetts_001247', 'nypl_1851_1852_doggetts_001248']",0.58,[],False
265,2,"['nypl_1851_1852_doggetts_003836', 'nypl_1851_1852_doggetts_005011']",0.58,[],False
266,2,"['nypl_1851_1852_doggetts_004686', 'nypl_1851_1852_doggetts_004764']",0.545,[],False
267,2,"['nypl_1851_1852_doggetts_003230', 'nypl_1851_1852_doggetts_004253']",0.91,['conflicting_occupation'],True
268,2,"['nypl_1851_1852_doggetts_002807', 'nypl_1851_1852_doggetts_002816']",0.52,[],False
269,2,"['nypl_1851_1852_doggetts_001981', 'nypl_1851_1852_doggetts_001983']",0.94,[],False
270,2,"['nypl_1851_1852_doggetts_000558', 'nypl_1851_1852_doggetts_003841']",0.52,[],False
271,2,"['nypl_1851_1852_doggetts_002530', 'nypl_1851_1852_doggetts_002534']",0.56,[],False
272,2,"['nypl_1851_1852_doggetts_004795', 'nypl_1851_1852_doggetts_004798']",0.555,[],False
273,2,"['nypl_1851_1852_doggetts_004149', 'nypl_1851_1852_doggetts_004153']",0.515,[],False
274,2,"['nypl_1851_1852_doggetts_007669', 'nypl_1851_1852_doggetts_007674']",0.52,[],False
275,2,"['nypl_1851_1852_doggetts_007714', 'nypl_1851_1852_doggetts_007854']",0.94,[],False
276,2,"['nypl_1851_1852_doggetts_000416', 'nypl_1851_1852_doggetts_004952']",0.545,[],False
277,2,"['nypl_1851_1852_doggetts_006578', 'nypl_1851_1852_doggetts_006581']",0.55,['conflicting_occupation'],True
278,2,"['nypl_1851_1852_doggetts_001461', 'nypl_1851_1852_doggetts_001466']",0.515,[],False
279,2,"['nypl_1851_1852_doggetts_005054', 'nypl_1851_1852_doggetts_005057']",0.75,[],False
280,2,"['nypl_1851_1852_doggetts_002758', 'nypl_1851_1852_doggetts_002765']",0.54,['conflicting_occupation'],True
281,2,"['nypl_1851_1852_doggetts_002983', 'nypl_1851_1852_doggetts_003147']",0.57,[],False
282,2,"['nypl_1851_1852_doggetts_006321', 'nypl_1851_1852_doggetts_006409']",0.65,[],False
283,2,"['nypl_1851_1852_doggetts_005777', 'nypl_1851_1852_doggetts_005778']",0.555,[],False
284,2,"['nypl_1851_1852_doggetts_007148', 'nypl_1851_1852_doggetts_007271']",0.575,[],False
285,2,"['nypl_1851_1852_doggetts_005158', 'nypl_1851_1852_doggetts_005160']",0.55,[],False
286,2,"['nypl_1851_1852_doggetts_006009', 'nypl_1851_1852_doggetts_006104']",0.535,[],False
287,2,"['nypl_1851_1852_doggetts_002946', 'nypl_1851_1852_doggetts_003115']",0.54,[],False
288,2,"['nypl_1851_1852_doggetts_005195', 'nypl_1851_1852_doggetts_005200']",0.52,[],False
289,2,"['nypl_1851_1852_doggetts_004638', 'nypl_1851_1852_doggetts_004732']",0.54,[],False
290,2,"['nypl_1851_1852_doggetts_001616', 'nypl_1851_1852_doggetts_005827']",0.545,[],False
291,2,"['nypl_1851_1852_doggetts_006047', 'nypl_1851_1852_doggetts_006048']",0.865,['conflicting_occupation'],True
292,2,"['nypl_1851_1852_doggetts_005379', 'nypl_1851_1852_doggetts_007012']",0.52,[],False
293,2,"['nypl_1851_1852_doggetts_001541', 'nypl_1851_1852_doggetts_002557']",0.545,[],False
294,2,"['nypl_1851_1852_doggetts_007872', 'nypl_1851_1852_doggetts_007873']",0.555,[],False
295,2,"['nypl_1851_1852_doggetts_001199', 'nypl_1851_1852_doggetts_001200']",0.755,[],False
296,2,"['nypl_1851_1852_doggetts_004877', 'nypl_1851_1852_doggetts_004878']",0.965,[],False
297,2,"['nypl_1851_1852_doggetts_006790', 'nypl_1851_1852_doggetts_006807']",0.885,[],False
298,2,"['nypl_1851_1852_doggetts_003061', 'nypl_1851_1852_doggetts_003062']",0.545,[],False
299,2,"['nypl_1851_1852_doggetts_002665', 'nypl_1851_1852_doggetts_005961']",0.515,[],False
300,2,"['nypl_1851_1852_doggetts_002999', 'nypl_1851_1852_doggetts_003005']",0.765,[],False
301,2,"['nypl_1851_1852_doggetts_002487', 'nypl_1851_1852_doggetts_002488']",0.56,[],False
302,2,"['nypl_1851_1852_doggetts_001561', 'nypl_1851_1852_doggetts_001562']",0.55,[],False
303,2,"['nypl_1851_1852_doggetts_001839', 'nypl_1851_1852_doggetts_001840']",0.515,[],False
304,2,"['nypl_1851_1852_doggetts_007391', 'nypl_1851_1852_doggetts_007396']",0.515,[],False
305,2,"['nypl_1851_1852_doggetts_004009', 'nypl_1851_1852_doggetts_004221']",0.52,[],False
306,2,"['nypl_1851_1852_doggetts_004673', 'nypl_1851_1852_doggetts_004749']",0.515,[],False
307,2,"['nypl_1851_1852_doggetts_003004', 'nypl_1851_1852_doggetts_003006']",0.55,[],False
308,2,"['nypl_1851_1852_doggetts_005479', 'nypl_1851_1852_doggetts_005487']",0.565,[],False
309,2,"['nypl_1851_1852_doggetts_001058', 'nypl_1851_1852_doggetts_006577']",0.655,['conflicting_occupation'],True
310,2,"['nypl_1851_1852_doggetts_004514', 'nypl_1851_1852_doggetts_004515']",0.57,[],False
311,2,"['nypl_1851_1852_doggetts_002629', 'nypl_1851_1852_doggetts_006484']",0.555,[],False
312,2,"['nypl_1851_1852_doggetts_000066', 'nypl_1851_1852_doggetts_000143']",0.94,[],False
313,2,"['nypl_1851_1852_doggetts_003202', 'nypl_1851_1852_doggetts_005801']",0.52,[],False
314,2,"['nypl_1851_1852_doggetts_004656', 'nypl_1851_1852_doggetts_004727']",0.52,[],False
315,2,"['nypl_1851_1852_doggetts_000450', 'nypl_1851_1852_doggetts_006392']",0.52,[],False
316,2,"['nypl_1851_1852_doggetts_004512', 'nypl_1851_1852_doggetts_004516']",0.725,[],False
317,2,"['nypl_1851_1852_doggetts_001026', 'nypl_1851_1852_doggetts_006942']",0.545,[],False
318,2,"['nypl_1851_1852_doggetts_003013', 'nypl_1851_1852_doggetts_003017']",1.0,[],False
319,2,"['nypl_1851_1852_doggetts_000417', 'nypl_1851_1852_doggetts_003773']",0.52,[],False
320,2,"['nypl_1851_1852_doggetts_001384', 'nypl_1851_1852_doggetts_006180']",0.54,[],False
321,2,"['nypl_1851_1852_doggetts_003660', 'nypl_1851_1852_doggetts_005145']",0.54,[],False
322,2,"['nypl_1851_1852_doggetts_003054', 'nypl_1851_1852_doggetts_003056']",0.515,[],False
323,2,"['nypl_1851_1852_doggetts_000487', 'nypl_1851_1852_doggetts_000488']",0.555,[],False
324,2,"['nypl_1851_1852_doggetts_006754', 'nypl_1851_1852_doggetts_006809']",0.515,[],False
325,2,"['nypl_1851_1852_doggetts_000746', 'nypl_1851_1852_doggetts_000757']",0.915,[],False
326,2,"['nypl_1851_1852_doggetts_004242', 'nypl_1851_1852_doggetts_004257']",0.965,[],False
327,2,"['nypl_1851_1852_doggetts_001570', 'nypl_1851_1852_doggetts_001576']",0.515,[],False
328,2,"['nypl_1851_1852_doggetts_004397', 'nypl_1851_1852_doggetts_004398']",0.555,[],False
329,2,"['nypl_1851_1852_doggetts_000731', 'nypl_1851_1852_doggetts_000732']",0.52,[],False
330,2,"['nypl_1851_1852_doggetts_002930', 'nypl_1851_1852_doggetts_002950']",0.57,[],False
331,2,"['nypl_1851_1852_doggetts_004780', 'nypl_1851_1852_doggetts_004783']",0.565,['conflicting_occupation'],True
332,2,"['nypl_1851_1852_doggetts_001072', 'nypl_1851_1852_doggetts_001076']",0.555,[],False
333,2,"['nypl_1851_1852_doggetts_007002', 'nypl_1851_1852_doggetts_007003']",0.54,[],False
334,2,"['nypl_1851_1852_doggetts_001410', 'nypl_1851_1852_doggetts_005523']",0.535,['conflicting_occupation'],True
335,2,"['nypl_1851_1852_doggetts_005584', 'nypl_1851_1852_doggetts_006408']",0.515,[],False
336,2,"['nypl_1851_1852_doggetts_001341', 'nypl_1851_1852_doggetts_006933']",0.725,[],False
337,2,"['nypl_1851_1852_doggetts_001547', 'nypl_1851_1852_doggetts_001549']",0.52,[],False
338,2,"['nypl_1851_1852_doggetts_007222', 'nypl_1851_1852_doggetts_007223']",0.58,[],False
339,2,"['nypl_1851_1852_doggetts_003170', 'nypl_1851_1852_doggetts_003186']",0.725,['conflicting_occupation'],True
340,2,"['nypl_1851_1852_doggetts_002913', 'nypl_1851_1852_doggetts_002931']",0.915,[],False
341,2,"['nypl_1851_1852_doggetts_007769', 'nypl_1851_1852_doggetts_007772']",0.565,[],False
342,2,"['nypl_1851_1852_doggetts_002865', 'nypl_1851_1852_doggetts_002870']",0.515,[],False
343,2,"['nypl_1851_1852_doggetts_000252', 'nypl_1851_1852_doggetts_000254']",0.555,[],False
344,2,"['nypl_1851_1852_doggetts_003026', 'nypl_1851_1852_doggetts_003030']",0.565,['conflicting_occupation'],True
345,2,"['nypl_1851_1852_doggetts_001932', 'nypl_1851_1852_doggetts_001935']",0.525,['conflicting_occupation'],True
346,2,"['nypl_1851_1852_doggetts_000560', 'nypl_1851_1852_doggetts_006956']",0.535,[],False
347,2,"['nypl_1851_1852_doggetts_001034', 'nypl_1851_1852_doggetts_001041']",0.94,[],False
348,2,"['nypl_1851_1852_doggetts_002447', 'nypl_1851_1852_doggetts_004939']",0.555,[],False
349,2,"['nypl_1851_1852_doggetts_002915', 'nypl_1851_1852_doggetts_003120']",0.58,[],False
350,2,"['nypl_1851_1852_doggetts_007272', 'nypl_1851_1852_doggetts_007274']",0.545,[],False
351,2,"['nypl_1851_1852_doggetts_003028', 'nypl_1851_1852_doggetts_003029']",0.57,[],False
352,2,"['nypl_1851_1852_doggetts_000391', 'nypl_1851_1852_doggetts_003896']",0.545,[],False
353,2,"['nypl_1851_1852_doggetts_003119', 'nypl_1851_1852_doggetts_003124']",0.52,[],False
354,2,"['nypl_1851_1852_doggetts_004937', 'nypl_1851_1852_doggetts_004961']",0.94,[],False
355,2,"['nypl_1851_1852_doggetts_007646', 'nypl_1851_1852_doggetts_007649']",0.54,[],False
356,2,"['nypl_1851_1852_doggetts_003408', 'nypl_1851_1852_doggetts_003686']",0.525,['conflicting_occupation'],True
357,2,"['nypl_1851_1852_doggetts_002797', 'nypl_1851_1852_doggetts_003071']",0.535,[],False
358,2,"['nypl_1851_1852_doggetts_005172', 'nypl_1851_1852_doggetts_005177']",0.55,[],False
359,2,"['nypl_1851_1852_doggetts_001387', 'nypl_1851_1852_doggetts_006214']",0.555,[],False
360,2,"['nypl_1851_1852_doggetts_004806', 'nypl_1851_1852_doggetts_004807']",0.555,[],False
361,2,"['nypl_1851_1852_doggetts_001450', 'nypl_1851_1852_doggetts_001454']",0.555,[],False
362,2,"['nypl_1851_1852_doggetts_000262', 'nypl_1851_1852_doggetts_000264']",0.535,[],False
363,2,"['nypl_1851_1852_doggetts_004642', 'nypl_1851_1852_doggetts_004666']",0.845,[],False
364,2,"['nypl_1851_1852_doggetts_006261', 'nypl_1851_1852_doggetts_006951']",0.52,[],False
365,2,"['nypl_1851_1852_doggetts_002914', 'nypl_1851_1852_doggetts_006524']",0.58,[],False
366,2,"['nypl_1851_1852_doggetts_005395', 'nypl_1851_1852_doggetts_005396']",0.52,[],False
367,2,"['nypl_1851_1852_doggetts_002582', 'nypl_1851_1852_doggetts_002584']",0.545,[],False
368,2,"['nypl_1851_1852_doggetts_000793', 'nypl_1851_1852_doggetts_000795']",0.57,[],False
369,2,"['nypl_1851_1852_doggetts_005164', 'nypl_1851_1852_doggetts_005166']",0.515,[],False
370,2,"['nypl_1851_1852_doggetts_002937', 'nypl_1851_1852_doggetts_002938']",0.585,[],False
371,2,"['nypl_1851_1852_doggetts_003451', 'nypl_1851_1852_doggetts_003455']",0.585,[],False
372,2,"['nypl_1851_1852_doggetts_007192', 'nypl_1851_1852_doggetts_007277']",0.54,[],False
373,2,"['nypl_1851_1852_doggetts_004505', 'nypl_1851_1852_doggetts_004511']",0.54,[],False
374,2,"['nypl_1851_1852_doggetts_004974', 'nypl_1851_1852_doggetts_004979']",0.565,[],False
375,2,"['nypl_1851_1852_doggetts_006410', 'nypl_1851_1852_doggetts_006417']",0.755,[],False
376,2,"['nypl_1851_1852_doggetts_005484', 'nypl_1851_1852_doggetts_005490']",0.535,[],False
377,2,"['nypl_1851_1852_doggetts_002917', 'nypl_1851_1852_doggetts_002939']",0.545,[],False
378,2,"['nypl_1851_1852_doggetts_002933', 'nypl_1851_1852_doggetts_003117']",0.715,[],False
379,2,"['nypl_1851_1852_doggetts_002459', 'nypl_1851_1852_doggetts_004519']",0.555,[],False
380,2,"['nypl_1851_1852_doggetts_002976', 'nypl_1851_1852_doggetts_002977']",0.515,[],False
381,2,"['nypl_1851_1852_doggetts_007297', 'nypl_1851_1852_doggetts_007301']",0.965,[],False
382,2,"['nypl_1851_1852_doggetts_007875', 'nypl_1851_1852_doggetts_007881']",0.52,[],False
383,2,"['nypl_1851_1852_doggetts_000419', 'nypl_1851_1852_doggetts_005140']",0.58,[],False
384,2,"['nypl_1851_1852_doggetts_002818', 'nypl_1851_1852_doggetts_003181']",0.515,[],False
385,2,"['nypl_1851_1852_doggetts_002920', 'nypl_1851_1852_doggetts_003125']",0.555,[],False
386,2,"['nypl_1851_1852_doggetts_001452', 'nypl_1851_1852_doggetts_006565']",0.58,[],False
387,2,"['nypl_1851_1852_doggetts_001468', 'nypl_1851_1852_doggetts_006876']",0.52,[],False
388,2,"['nypl_1851_1852_doggetts_006143', 'nypl_1851_1852_doggetts_006144']",0.52,[],False
389,2,"['nypl_1851_1852_doggetts_001331', 'nypl_1851_1852_doggetts_006554']",0.525,['conflicting_occupation'],True
390,2,"['nypl_1851_1852_doggetts_003066', 'nypl_1851_1852_doggetts_003067']",0.56,[],False
391,2,"['nypl_1851_1852_doggetts_002586', 'nypl_1851_1852_doggetts_005613']",0.54,[],False
392,2,"['nypl_1851_1852_doggetts_005191', 'nypl_1851_1852_doggetts_005208']",0.54,[],False
393,2,"['nypl_1851_1852_doggetts_001356', 'nypl_1851_1852_doggetts_006936']",0.555,[],False
394,2,"['nypl_1851_1852_doggetts_001951', 'nypl_1851_1852_doggetts_003666']",0.535,[],False
395,2,"['nypl_1851_1852_doggetts_003900', 'nypl_1851_1852_doggetts_003902']",0.525,[],False
396,2,"['nypl_1851_1852_doggetts_001483', 'nypl_1851_1852_doggetts_006591']",0.57,[],False
397,2,"['nypl_1851_1852_doggetts_005433', 'nypl_1851_1852_doggetts_005436']",0.715,[],False
398,2,"['nypl_1851_1852_doggetts_002967', 'nypl_1851_1852_doggetts_003136']",0.565,[],False
399,2,"['nypl_1851_1852_doggetts_001772', 'nypl_1851_1852_doggetts_004507']",0.69,[],False
400,2,"['nypl_1851_1852_doggetts_002709', 'nypl_1851_1852_doggetts_004147']",0.65,[],False
401,2,"['nypl_1851_1852_doggetts_002901', 'nypl_1851_1852_doggetts_002943']",0.52,[],False
402,2,"['nypl_1851_1852_doggetts_005378', 'nypl_1851_1852_doggetts_005382']",0.57,[],False
403,2,"['nypl_1851_1852_doggetts_002666', 'nypl_1851_1852_doggetts_005025']",0.65,[],False
404,2,"['nypl_1851_1852_doggetts_002710', 'nypl_1851_1852_doggetts_004146']",0.52,[],False
405,2,"['nypl_1851_1852_doggetts_004887', 'nypl_1851_1852_doggetts_004888']",0.52,[],False
406,2,"['nypl_1851_1852_doggetts_005531', 'nypl_1851_1852_doggetts_005556']",0.505,['conflicting_occupation'],True
407,2,"['nypl_1851_1852_doggetts_003169', 'nypl_1851_1852_doggetts_003171']",0.565,['conflicting_occupation'],True
408,2,"['nypl_1851_1852_doggetts_002838', 'nypl_1851_1852_doggetts_002840']",0.58,[],False
409,2,"['nypl_1851_1852_doggetts_004772', 'nypl_1851_1852_doggetts_004775']",0.555,[],False
410,2,"['nypl_1851_1852_doggetts_007565', 'nypl_1851_1852_doggetts_007977']",0.545,['conflicting_occupation'],True
411,2,"['nypl_1851_1852_doggetts_002266', 'nypl_1851_1852_doggetts_005621']",0.565,[],False
412,2,"['nypl_1851_1852_doggetts_002845', 'nypl_1851_1852_doggetts_002857']",0.545,[],False
413,2,"['nypl_1851_1852_doggetts_000996', 'nypl_1851_1852_doggetts_001640']",0.55,[],False
414,2,"['nypl_1851_1852_doggetts_000267', 'nypl_1851_1852_doggetts_000270']",0.555,[],False
415,2,"['nypl_1851_1852_doggetts_003051', 'nypl_1851_1852_doggetts_003059']",0.625,[],False
416,2,"['nypl_1851_1852_doggetts_000797', 'nypl_1851_1852_doggetts_000798']",0.55,[],False
417,2,"['nypl_1851_1852_doggetts_002979', 'nypl_1851_1852_doggetts_002990']",0.68,[],False
418,2,"['nypl_1851_1852_doggetts_004859', 'nypl_1851_1852_doggetts_004892']",0.565,[],False
419,2,"['nypl_1851_1852_doggetts_002986', 'nypl_1851_1852_doggetts_002987']",0.545,[],False
420,2,"['nypl_1851_1852_doggetts_001989', 'nypl_1851_1852_doggetts_002318']",0.85,[],False
421,2,"['nypl_1851_1852_doggetts_000380', 'nypl_1851_1852_doggetts_005190']",0.55,[],False
422,2,"['nypl_1851_1852_doggetts_007293', 'nypl_1851_1852_doggetts_007300']",0.54,[],False
423,2,"['nypl_1851_1852_doggetts_003237', 'nypl_1851_1852_doggetts_003307']",0.555,[],False
424,2,"['nypl_1851_1852_doggetts_000949', 'nypl_1851_1852_doggetts_000961']",0.575,[],False
425,2,"['nypl_1851_1852_doggetts_000563', 'nypl_1851_1852_doggetts_005797']",0.54,[],False
426,2,"['nypl_1851_1852_doggetts_001552', 'nypl_1851_1852_doggetts_002234']",0.625,[],False
427,2,"['nypl_1851_1852_doggetts_001457', 'nypl_1851_1852_doggetts_006583']",0.575,[],False
428,2,"['nypl_1851_1852_doggetts_005384', 'nypl_1851_1852_doggetts_005820']",0.515,[],False
429,2,"['nypl_1851_1852_doggetts_003213', 'nypl_1851_1852_doggetts_003433']",0.52,[],False
430,2,"['nypl_1851_1852_doggetts_006785', 'nypl_1851_1852_doggetts_006794']",1.0,[],False
431,2,"['nypl_1851_1852_doggetts_001163', 'nypl_1851_1852_doggetts_006235']",0.535,[],False
432,2,"['nypl_1851_1852_doggetts_003573', 'nypl_1851_1852_doggetts_005951']",0.52,[],False
433,2,"['nypl_1851_1852_doggetts_002667', 'nypl_1851_1852_doggetts_005989']",0.77,['conflicting_occupation'],True
434,2,"['nypl_1851_1852_doggetts_003720', 'nypl_1851_1852_doggetts_004996']",0.635,['conflicting_occupation'],True
435,2,"['nypl_1851_1852_doggetts_004165', 'nypl_1851_1852_doggetts_004188']",0.94,[],False
436,2,"['nypl_1851_1852_doggetts_001491', 'nypl_1851_1852_doggetts_006594']",1.0,[],False
437,2,"['nypl_1851_1852_doggetts_001670', 'nypl_1851_1852_doggetts_004969']",0.555,[],False
438,2,"['nypl_1851_1852_doggetts_000723', 'nypl_1851_1852_doggetts_000725']",0.67,[],False
439,2,"['nypl_1851_1852_doggetts_004533', 'nypl_1851_1852_doggetts_004536']",0.555,[],False
440,2,"['nypl_1851_1852_doggetts_000434', 'nypl_1851_1852_doggetts_004949']",0.56,[],False
441,2,"['nypl_1851_1852_doggetts_004726', 'nypl_1851_1852_doggetts_004814']",0.505,['conflicting_occupation'],True
442,2,"['nypl_1851_1852_doggetts_002065', 'nypl_1851_1852_doggetts_006741']",0.57,[],False
443,2,"['nypl_1851_1852_doggetts_000807', 'nypl_1851_1852_doggetts_000809']",0.555,[],False
444,2,"['nypl_1851_1852_doggetts_005157', 'nypl_1851_1852_doggetts_005226']",0.625,[],False
445,2,"['nypl_1851_1852_doggetts_002405', 'nypl_1851_1852_doggetts_002407']",0.88,[],False
446,2,"['nypl_1851_1852_doggetts_006756', 'nypl_1851_1852_doggetts_006792']",0.55,['conflicting_occupation'],True
447,2,"['nypl_1851_1852_doggetts_005491', 'nypl_1851_1852_doggetts_005553']",0.66,[],False
448,2,"['nypl_1851_1852_doggetts_003894', 'nypl_1851_1852_doggetts_003899']",0.58,[],False
449,2,"['nypl_1851_1852_doggetts_005981', 'nypl_1851_1852_doggetts_005984']",0.58,[],False
450,2,"['nypl_1851_1852_doggetts_000892', 'nypl_1851_1852_doggetts_000898']",0.555,[],False
451,2,"['nypl_1851_1852_doggetts_005239', 'nypl_1851_1852_doggetts_005249']",0.54,[],False
452,2,"['nypl_1851_1852_doggetts_006747', 'nypl_1851_1852_doggetts_006803']",0.54,[],False
453,2,"['nypl_1851_1852_doggetts_004766', 'nypl_1851_1852_doggetts_004767']",0.57,[],False
454,2,"['nypl_1851_1852_doggetts_001688', 'nypl_1851_1852_doggetts_004983']",0.54,[],False
455,2,"['nypl_1851_1852_doggetts_002985', 'nypl_1851_1852_doggetts_003145']",0.555,[],False
456,2,"['nypl_1851_1852_doggetts_007020', 'nypl_1851_1852_doggetts_007024']",0.715,[],False
457,2,"['nypl_1851_1852_doggetts_002957', 'nypl_1851_1852_doggetts_002959']",0.555,[],False
458,2,"['nypl_1851_1852_doggetts_006540', 'nypl_1851_1852_doggetts_006937']",0.58,[],False
459,2,"['nypl_1851_1852_doggetts_001372', 'nypl_1851_1852_doggetts_005610']",0.555,[],False
460,2,"['nypl_1851_1852_doggetts_001706', 'nypl_1851_1852_doggetts_001710']",0.79,[],False
461,2,"['nypl_1851_1852_doggetts_006869', 'nypl_1851_1852_doggetts_006938']",0.515,[],False
462,2,"['nypl_1851_1852_doggetts_005023', 'nypl_1851_1852_doggetts_005974']",0.59,[],False
463,2,"['nypl_1851_1852_doggetts_004787', 'nypl_1851_1852_doggetts_004883']",0.58,[],False
464,2,"['nypl_1851_1852_doggetts_000437', 'nypl_1851_1852_doggetts_004945']",0.52,[],False
465,2,"['nypl_1851_1852_doggetts_001475', 'nypl_1851_1852_doggetts_006169']",0.555,[],False
466,2,"['nypl_1851_1852_doggetts_001196', 'nypl_1851_1852_doggetts_005652']",0.765,[],False
467,2,"['nypl_1851_1852_doggetts_003694', 'nypl_1851_1852_doggetts_003696']",0.545,[],False
468,2,"['nypl_1851_1852_doggetts_003289', 'nypl_1851_1852_doggetts_003936']",0.525,['conflicting_occupation'],True
469,2,"['nypl_1851_1852_doggetts_002621', 'nypl_1851_1852_doggetts_006497']",0.565,[],False
470,2,"['nypl_1851_1852_doggetts_000841', 'nypl_1851_1852_doggetts_000842']",0.54,[],False
471,2,"['nypl_1851_1852_doggetts_005372', 'nypl_1851_1852_doggetts_006996']",0.72,[],False
472,2,"['nypl_1851_1852_doggetts_002541', 'nypl_1851_1852_doggetts_002542']",0.58,[],False
473,2,"['nypl_1851_1852_doggetts_006800', 'nypl_1851_1852_doggetts_006806']",0.52,[],False
474,2,"['nypl_1851_1852_doggetts_001221', 'nypl_1851_1852_doggetts_001225']",0.52,[],False
475,2,"['nypl_1851_1852_doggetts_005024', 'nypl_1851_1852_doggetts_005089']",0.975,[],False
476,2,"['nypl_1851_1852_doggetts_005934', 'nypl_1851_1852_doggetts_005935']",0.925,[],False
477,2,"['nypl_1851_1852_doggetts_006837', 'nypl_1851_1852_doggetts_006839']",0.57,[],False
478,2,"['nypl_1851_1852_doggetts_001237', 'nypl_1851_1852_doggetts_001239']",0.545,[],False
479,2,"['nypl_1851_1852_doggetts_001127', 'nypl_1851_1852_doggetts_001154']",0.54,[],False
480,2,"['nypl_1851_1852_doggetts_001705', 'nypl_1851_1852_doggetts_002246']",0.545,[],False
481,2,"['nypl_1851_1852_doggetts_005061', 'nypl_1851_1852_doggetts_005064']",0.58,[],False
482,2,"['nypl_1851_1852_doggetts_002919', 'nypl_1851_1852_doggetts_002925']",0.53,['conflicting_occupation'],True
483,2,"['nypl_1851_1852_doggetts_005026', 'nypl_1851_1852_doggetts_005038']",0.975,[],False
484,2,"['nypl_1851_1852_doggetts_003968', 'nypl_1851_1852_doggetts_003969']",0.555,[],False
485,2,"['nypl_1851_1852_doggetts_003763', 'nypl_1851_1852_doggetts_004604']",0.855,[],False
486,2,"['nypl_1851_1852_doggetts_001089', 'nypl_1851_1852_doggetts_001105']",0.555,[],False
487,2,"['nypl_1851_1852_doggetts_000695', 'nypl_1851_1852_doggetts_000701']",0.54,[],False
488,2,"['nypl_1851_1852_doggetts_001439', 'nypl_1851_1852_doggetts_006584']",0.575,[],False
489,2,"['nypl_1851_1852_doggetts_005759', 'nypl_1851_1852_doggetts_005761']",0.725,[],False
490,2,"['nypl_1851_1852_doggetts_003164', 'nypl_1851_1852_doggetts_003187']",0.555,[],False
491,2,"['nypl_1851_1852_doggetts_003215', 'nypl_1851_1852_doggetts_003216']",0.535,[],False
492,2,"['nypl_1851_1852_doggetts_007726', 'nypl_1851_1852_doggetts_007728']",0.555,[],False
493,2,"['nypl_1851_1852_doggetts_006010', 'nypl_1851_1852_doggetts_006012']",0.925,[],False
494,2,"['nypl_1851_1852_doggetts_000742', 'nypl_1851_1852_doggetts_000749']",0.56,[],False
495,2,"['nypl_1851_1852_doggetts_003291', 'nypl_1851_1852_doggetts_003961']",0.52,[],False
496,2,"['nypl_1851_1852_doggetts_002794', 'nypl_1851_1852_doggetts_003064']",0.555,[],False
497,2,"['nypl_1851_1852_doggetts_001453', 'nypl_1851_1852_doggetts_006586']",0.575,[],False
498,2,"['nypl_1851_1852_doggetts_005841', 'nypl_1851_1852_doggetts_007055']",0.515,[],False
499,2,"['nypl_1851_1852_doggetts_001678', 'nypl_1851_1852_doggetts_005980']",0.54,[],False
500,2,"['nypl_1851_1852_doggetts_000370', 'nypl_1851_1852_doggetts_005940']",0.54,[],False
501,2,"['nypl_1851_1852_doggetts_000822', 'nypl_1851_1852_doggetts_000846']",0.555,[],False
502,2,"['nypl_1851_1852_doggetts_004681', 'nypl_1851_1852_doggetts_004682']",0.93,[],False
503,2,"['nypl_1851_1852_doggetts_004708', 'nypl_1851_1852_doggetts_006795']",0.555,[],False
504,2,"['nypl_1851_1852_doggetts_007098', 'nypl_1851_1852_doggetts_007101']",0.525,[],False
505,2,"['nypl_1851_1852_doggetts_002593', 'nypl_1851_1852_doggetts_004605']",0.64,[],False
506,2,"['nypl_1851_1852_doggetts_001701', 'nypl_1851_1852_doggetts_005036']",0.885,[],False
507,2,"['nypl_1851_1852_doggetts_001704', 'nypl_1851_1852_doggetts_005091']",0.52,[],False
508,2,"['nypl_1851_1852_doggetts_000345', 'nypl_1851_1852_doggetts_000362']",0.54,[],False
509,2,"['nypl_1851_1852_doggetts_006168', 'nypl_1851_1852_doggetts_006566']",0.52,[],False
510,2,"['nypl_1851_1852_doggetts_002670', 'nypl_1851_1852_doggetts_004981']",0.625,[],False
511,2,"['nypl_1851_1852_doggetts_005498', 'nypl_1851_1852_doggetts_005501']",0.705,['conflicting_occupation'],True
512,2,"['nypl_1851_1852_doggetts_001442', 'nypl_1851_1852_doggetts_005542']",0.565,['conflicting_occupation'],True
513,2,"['nypl_1851_1852_doggetts_006043', 'nypl_1851_1852_doggetts_006044']",0.555,[],False
